master_id,segment
007cdfe4-1f54-11ea-87bf-000d3a38a36f,cant_loose
00f6c98e-abb5-11e9-a2fc-000d3a38a36f,cant_loose
00f7553c-5bbb-11ea-b88d-000d3a38a36f,cant_loose
017bd900-a97e-11e9-a2fc-000d3a38a36f,cant_loose
01defd1e-a582-11e9-a2fc-000d3a38a36f,cant_loose
02a59d28-aa20-11e9-a2fc-000d3a38a36f,cant_loose
02d44576-a596-11e9-a2fc-000d3a38a36f,cant_loose
04f12e56-b206-11e9-89fa-000d3a38a36f,cant_loose
0515c070-9e6c-11e9-9897-000d3a38a36f,cant_loose
056e803c-a378-11e9-a2fc-000d3a38a36f,cant_loose
05c832ee-63b2-11ea-a6dc-000d3a38a36f,cant_loose
062e21a4-9dc8-11e9-9897-000d3a38a36f,cant_loose
06671b06-ac34-11e9-a2fc-000d3a38a36f,cant_loose
06cd8bae-9ebd-11e9-9897-000d3a38a36f,cant_loose
08ce95e8-aac9-11e9-a2fc-000d3a38a36f,cant_loose
090d6e42-9da6-11e9-9897-000d3a38a36f,cant_loose
0961104a-aa55-11e9-a2fc-000d3a38a36f,cant_loose
09cb00a8-ad44-11e9-a2fc-000d3a38a36f,cant_loose
0a4e6440-a9dc-11e9-a2fc-000d3a38a36f,cant_loose
0a9011fe-2f71-11ea-bb80-000d3a38a36f,cant_loose
0ac4bd5c-0d54-11eb-8ffc-000d3a38a36f,cant_loose
0b195256-aab1-11e9-a2fc-000d3a38a36f,cant_loose
0b89590e-9db7-11e9-9897-000d3a38a36f,cant_loose
0bd7f67e-ede6-11ea-bb5a-000d3a38a36f,cant_loose
0bf5efee-b00c-11e9-9757-000d3a38a36f,cant_loose
0bf68534-9ece-11e9-9897-000d3a38a36f,cant_loose
0c3b4492-9e08-11e9-9897-000d3a38a36f,cant_loose
0d022188-b15f-11e9-89fa-000d3a38a36f,cant_loose
0d9a4224-ab65-11e9-a2fc-000d3a38a36f,cant_loose
0def6cec-5b30-11ea-83be-000d3a38a36f,cant_loose
0e44b5fc-aa24-11e9-a2fc-000d3a38a36f,cant_loose
0e6693d6-a99b-11e9-a2fc-000d3a38a36f,cant_loose
0ece152a-af9e-11e9-a2fc-000d3a38a36f,cant_loose
0f37c9fc-26c6-11eb-8a9b-000d3a38a36f,cant_loose
109e9e58-fd58-11e9-a5e8-000d3a38a36f,cant_loose
10f7164e-a8c3-11e9-a2fc-000d3a38a36f,cant_loose
111db0b6-afc0-11e9-9757-000d3a38a36f,cant_loose
112f8162-a7e4-11e9-a2fc-000d3a38a36f,cant_loose
1152fa5c-a915-11e9-a2fc-000d3a38a36f,cant_loose
115dca02-ad59-11e9-a2fc-000d3a38a36f,cant_loose
118de2aa-a0bb-11e9-a2fc-000d3a38a36f,cant_loose
11a4e650-ad39-11e9-a2fc-000d3a38a36f,cant_loose
11fb8f1e-9e25-11e9-9897-000d3a38a36f,cant_loose
1206f3f2-ace6-11e9-a2fc-000d3a38a36f,cant_loose
126a9328-aeff-11ea-b736-000d3a38a36f,cant_loose
12806c5e-1a97-11ea-98d5-000d3a38a36f,cant_loose
1295f1ca-2124-11eb-b361-000d3a38a36f,cant_loose
12a2852e-9daa-11e9-9897-000d3a38a36f,cant_loose
12abb1e8-ab2f-11e9-a2fc-000d3a38a36f,cant_loose
12dd5428-a5b7-11e9-a2fc-000d3a38a36f,cant_loose
131cbba8-feeb-11e9-a5e8-000d3a38a36f,cant_loose
13a5e98c-a824-11e9-a2fc-000d3a38a36f,cant_loose
13cc7d14-a76a-11e9-a2fc-000d3a38a36f,cant_loose
13ec02d2-a513-11e9-a2fc-000d3a38a36f,cant_loose
13ed97a4-b167-11e9-89fa-000d3a38a36f,cant_loose
13fe9852-a798-11e9-a2fc-000d3a38a36f,cant_loose
14028456-ad1c-11e9-a2fc-000d3a38a36f,cant_loose
144624b4-a302-11e9-a2fc-000d3a38a36f,cant_loose
146b62d8-a5a5-11e9-a2fc-000d3a38a36f,cant_loose
147f9228-9e19-11e9-9897-000d3a38a36f,cant_loose
1517dc4e-9f73-11e9-a2fc-000d3a38a36f,cant_loose
15251272-a754-11e9-a2fc-000d3a38a36f,cant_loose
154461ac-5bab-11ea-84be-000d3a38a36f,cant_loose
154efc40-d620-11e9-93bc-000d3a38a36f,cant_loose
1583f892-a78a-11e9-a2fc-000d3a38a36f,cant_loose
158a0ba0-ad8f-11e9-a2fc-000d3a38a36f,cant_loose
15aafbda-9dcc-11e9-9897-000d3a38a36f,cant_loose
15e697be-5bf7-11ea-a55f-000d3a38a36f,cant_loose
163597c0-b16a-11e9-89fa-000d3a38a36f,cant_loose
164d388e-a720-11e9-a2fc-000d3a38a36f,cant_loose
167e930a-da17-11e9-93bc-000d3a38a36f,cant_loose
1684eda8-d63a-11e9-93bc-000d3a38a36f,cant_loose
16b17a7c-b0c3-11e9-9757-000d3a38a36f,cant_loose
16ef5a7e-b120-11e9-9757-000d3a38a36f,cant_loose
17261cc6-ac66-11e9-a2fc-000d3a38a36f,cant_loose
175699e0-2ac0-11ea-b3a7-000d3a38a36f,cant_loose
1782e9fa-9ebb-11e9-9897-000d3a38a36f,cant_loose
178a35cc-b160-11e9-89fa-000d3a38a36f,cant_loose
17b4bc5c-d6f9-11e9-93bc-000d3a38a36f,cant_loose
17bc6908-b09c-11e9-9757-000d3a38a36f,cant_loose
18cf56dc-a75c-11e9-a2fc-000d3a38a36f,cant_loose
18d2b56e-af83-11e9-a2fc-000d3a38a36f,cant_loose
1900d782-5bef-11ea-99d6-000d3a38a36f,cant_loose
196edf12-ac71-11e9-a2fc-000d3a38a36f,cant_loose
1982ac0e-9f4c-11e9-9897-000d3a38a36f,cant_loose
19cf5f3a-2b3e-11ea-9d27-000d3a38a36f,cant_loose
19d10482-a9f4-11e9-a2fc-000d3a38a36f,cant_loose
19e194d2-4ac6-11ea-8533-000d3a38a36f,cant_loose
19e8adf0-b00f-11e9-9757-000d3a38a36f,cant_loose
19f8a89e-a926-11e9-a2fc-000d3a38a36f,cant_loose
1a26bbcc-adb2-11e9-a2fc-000d3a38a36f,cant_loose
1a70bade-b13a-11e9-9757-000d3a38a36f,cant_loose
1a7c6ffc-fedb-11e9-a5e8-000d3a38a36f,cant_loose
1a9b506a-aa13-11e9-a2fc-000d3a38a36f,cant_loose
1ac46a6c-a5be-11e9-a2fc-000d3a38a36f,cant_loose
1ac6cf4c-ab35-11e9-a2fc-000d3a38a36f,cant_loose
1ad652c6-9e85-11e9-9897-000d3a38a36f,cant_loose
1afc16ea-aac0-11e9-a2fc-000d3a38a36f,cant_loose
1b234d48-ab13-11e9-a2fc-000d3a38a36f,cant_loose
1b4a110a-ab89-11e9-a2fc-000d3a38a36f,cant_loose
1ba38c82-9f1b-11e9-9897-000d3a38a36f,cant_loose
1c363d36-aab3-11e9-a2fc-000d3a38a36f,cant_loose
1c86e27c-18d1-11ea-9213-000d3a38a36f,cant_loose
1c870f78-138f-11ea-a001-000d3a38a36f,cant_loose
1c9f6aa8-ada2-11e9-a2fc-000d3a38a36f,cant_loose
1ccc974e-b130-11e9-9757-000d3a38a36f,cant_loose
1dd7141c-9923-11ea-b97a-000d3a38a36f,cant_loose
1e0bab04-6382-11ea-a6dc-000d3a38a36f,cant_loose
1e2b18e8-9dc3-11e9-9897-000d3a38a36f,cant_loose
1e7fa9ae-1dce-11ea-8bf2-000d3a38a36f,cant_loose
1ec73d9a-ac19-11e9-a2fc-000d3a38a36f,cant_loose
